Row,WBN_GC_L_0.25,WBN_GC_H_0.25,WBN_GC_L_0.50,WBN_GC_H_0.50,WBN_GC_L_0.75,WBN_GC_H_0.75,WBN_GC_L_1.00,WBN_GC_H_1.00,WBN_EN_L_0.25,WBN_EN_H_0.25,WBN_EN_L_0.50,WBN_EN_H_0.50,WBN_EN_L_0.75,WBN_EN_H_0.75,WBN_EN_L_1.00,WBN_EN_H_1.00,WBN_LP_L_0.25,WBN_LP_H_0.25,WBN_LP_L_0.50,WBN_LP_H_0.50,WBN_LP_L_0.75,WBN_LP_H_0.75,WBN_LP_L_1.00,WBN_LP_H_1.00
661231,-1.61595,1.35594,-2.03095,2.16519,-2.7306,3.03189,-3.49248,3.92406,-0.789171,1.45456,-1.59081,2.25955,-2.4048,3.14301,-3.22957,4.04983,-0.916147,1.15968,-1.65894,2.04562,-2.46948,2.96129,-3.29903,3.88383
660575,-2.35489,1.88069,-2.61218,2.56932,-2.99882,3.43998,-3.74509,4.36292,-0.771836,1.47424,-1.5943,2.39089,-2.50108,3.35268,-3.42024,4.32697,-1.02722,1.32732,-1.89224,2.20491,-2.79868,3.155,-3.71718,4.12361
659735,-2.3984,1.33568,-2.52599,2.18524,-2.76312,3.10105,-3.37937,4.03644,-0.819084,1.32905,-1.65469,2.16997,-2.49748,3.09164,-3.34422,4.03293,-0.929632,1.22726,-1.68246,2.1604,-2.49956,3.10795,-3.33607,4.05985
659523,-2.40804,1.88061,-2.53,2.56807,-2.9027,3.43684,-3.74672,4.35756,-0.788627,1.47381,-1.59175,2.38897,-2.50024,3.3488,-3.41982,4.32097,-1.02701,1.33848,-1.89182,2.20906,-2.79808,3.15417,-3.71648,4.11923
101430,-1.70032,1.58836,-1.98646,2.24859,-2.61879,3.08321,-3.35822,3.95237,-0.754904,1.38681,-1.52022,2.21975,-2.30589,3.1046,-3.11979,4.00368,-0.915029,1.29965,-1.65053,2.11016,-2.4508,2.99107,-3.26982,3.88884
6603352,-2.39601,1.86936,-2.52344,2.3336,-2.86511,3.08992,-3.55641,3.96607,-0.823757,1.27287,-1.66118,2.07732,-2.50339,2.97564,-3.34783,3.89419,-0.856345,1.16965,-1.65822,2.01552,-2.49676,2.9281,-3.34033,3.85278
661867,-2.354,1.65616,-2.61145,2.42819,-3.01503,3.34313,-3.87792,4.29861,-0.817451,1.43167,-1.72741,2.34265,-2.6633,3.31252,-3.60857,4.29815,-1.08391,1.19773,-1.89704,2.16089,-2.82301,3.14521,-3.76548,4.13686
660343,-1.52687,1.90448,-1.89878,2.33001,-2.39822,2.97035,-2.97014,3.67821,-0.59335,1.29416,-1.2736,1.9771,-1.98687,2.71527,-2.71335,3.47073,-0.926655,0.830807,-1.65442,1.44598,-2.39257,2.20282,-3.13337,2.97107
657471,-2.35489,1.88062,-2.61218,2.56825,-2.99882,3.43751,-3.74598,4.35887,-0.764592,1.47387,-1.59159,2.38967,-2.49969,3.35035,-3.41899,4.32343,-1.02702,1.33109,-1.89187,2.20532,-2.79811,3.15302,-3.71643,4.11979
6084,-2.38649,1.41587,-2.52721,2.16282,-2.81138,3.00711,-3.48938,3.88576,-0.85295,1.19719,-1.72092,1.95198,-2.59356,2.83208,-3.46823,3.73173,-0.918233,0.95586,-1.76323,1.85316,-2.6331,2.75982,-3.50749,3.66863
6603354,-2.39262,1.56783,-2.52751,2.28009,-2.80645,3.04279,-3.26397,3.82985,-0.76793,1.15235,-1.55278,1.82156,-2.34282,2.61776,-3.13506,3.43669,-0.749482,1.00849,-1.53694,1.76783,-2.32968,2.59148,-3.12387,3.42065
6602662,-1.45954,0.916021,-1.74732,1.71584,-2.36926,2.5342,-3.14647,3.35661,-0.785147,1.11745,-1.57486,1.72767,-2.3661,2.52723,-3.15803,3.34617,-0.95851,0.935749,-1.6043,1.73309,-2.3637,2.55173,-3.14406,3.37401
5389031,-2.39887,1.8991,-2.52876,2.41415,-2.78112,3.11598,-3.23721,3.88559,-0.768466,1.23324,-1.55526,1.92649,-2.34823,2.71895,-3.14402,3.53823,-0.875449,0.964463,-1.6218,1.76098,-2.39849,2.58449,-3.18575,3.41623
663340,-2.39874,1.65624,-2.61225,2.42767,-3.00315,3.34198,-3.88272,4.29701,-0.817414,1.43172,-1.72723,2.34245,-2.66299,3.3121,-3.60811,4.29752,-1.00971,1.19594,-1.88679,2.16052,-2.81634,3.14552,-3.75985,4.13751
658802,-1.82249,1.88178,-2.12401,2.57073,-2.89435,3.44253,-3.73817,4.36707,-0.764871,1.47308,-1.59662,2.39044,-2.50224,3.35359,-3.42055,4.32947,-1.10245,1.32767,-1.91591,2.2061,-2.81389,3.15719,-3.72873,4.12701
658540,-1.55925,1.20901,-1.98353,2.01793,-2.76916,2.87954,-3.59658,3.759,-0.774227,1.36621,-1.60356,2.15959,-2.4546,3.01834,-3.3154,3.89888,-1.02788,1.15197,-1.80073,2.00551,-2.63169,2.88788,-3.48333,3.77903
612806,-1.46399,1.50979,-1.98721,2.03007,-2.78067,2.83478,-3.61391,3.70741,-0.782046,1.42321,-1.61318,2.17547,-2.46416,3.02628,-3.32446,3.90304,-1.02847,1.07836,-1.8052,1.94512,-2.64053,2.83014,-3.49534,3.72214
5389204,-2.40959,1.84579,-2.53031,2.34773,-2.76082,3.08349,-3.21793,3.87794,-0.762522,1.30982,-1.5412,2.04142,-2.32816,2.84999,-3.12034,3.685,-0.902416,1.06098,-1.66853,1.85771,-2.45615,2.69438,-3.2504,3.5424
5389098,-2.40623,1.74378,-2.52682,2.27362,-2.75526,3.01208,-3.17948,3.7967,-0.761827,1.31555,-1.5349,2.03623,-2.31128,2.8234,-3.08907,3.63398,-0.900871,1.09554,-1.67213,1.87583,-2.46201,2.67546,-3.25585,3.48488
662231,-1.54891,1.43705,-1.90578,1.95253,-2.55619,2.82116,-3.33433,3.72514,-0.823315,1.2553,-1.65155,2.01914,-2.48186,2.89819,-3.31324,3.79998,-0.853156,1.21059,-1.5031,2.11759,-2.22755,3.0307,-3.05282,3.94552
660235,-1.68715,1.77381,-2.27745,2.43066,-2.94747,3.2465,-3.71693,4.15576,-0.786809,1.48812,-1.63114,2.34867,-2.5025,3.29843,-3.38444,4.27187,-1.0285,1.1799,-1.81226,2.14207,-2.66496,3.12268,-3.5403,4.10909
660189,-1.52267,1.34637,-1.90095,1.9724,-2.69111,2.86725,-3.52997,3.78356,-0.871243,1.53594,-1.74281,2.36915,-2.61451,3.23071,-3.48628,4.10889,-1.08724,1.21002,-1.91657,2.12068,-2.76039,3.0379,-3.6112,3.95882
660118,-2.33996,1.74808,-2.58347,2.39482,-2.98717,3.25528,-3.51612,4.14687,-0.832491,1.2439,-1.67698,2.02896,-2.52552,2.92367,-3.37589,3.8379,-1.03557,1.0991,-1.65707,2.00633,-2.45668,2.92584,-3.30621,3.84898
659163,-2.19866,1.71657,-2.4589,2.35809,-2.88048,3.1509,-3.43989,3.99796,-0.778664,1.3741,-1.58289,2.18365,-2.39465,3.05311,-3.20951,3.94139,-0.931458,1.13684,-1.7104,2.02427,-2.53577,2.9237,-3.37321,3.82703
658729,-2.21795,2.17671,-2.34701,2.30293,-2.61067,3.11664,-3.3823,4.05245,-0.827824,1.32985,-1.67014,2.17314,-2.5186,3.09829,-3.3704,4.04335,-0.929658,1.22905,-1.68303,2.16728,-2.50165,3.11909,-3.34041,4.07509
658145,-1.81633,1.62764,-2.12969,2.37999,-2.90708,3.28623,-3.75327,4.23823,-0.782215,1.51055,-1.64336,2.40475,-2.53692,3.36244,-3.44306,4.33969,-1.00817,1.14622,-1.86058,2.10341,-2.7576,3.08618,-3.66682,4.07611
657807,-2.21796,2.17683,-2.34712,2.57317,-2.90089,3.44634,-3.74501,4.37237,-0.774609,2.33472,-1.59385,2.47421,-2.50097,3.35918,-3.42018,4.33448,-1.02723,1.3277,-1.89225,2.20764,-2.79869,3.16048,-3.71718,4.13171
657477,-2.21796,2.17681,-2.3471,2.57222,-2.90099,3.44403,-3.74512,4.36864,-0.774609,1.47436,-1.59332,2.39168,-2.50077,3.35446,-3.42001,4.32991,-1.02723,1.32739,-1.89224,2.20582,-2.79867,3.15741,-3.71715,4.12758
662200,-1.63773,1.88032,-2.13615,2.56436,-2.90462,3.43103,-3.74847,4.35101,-0.770675,1.47203,-1.59393,2.38749,-2.50093,3.34814,-3.42012,4.32124,-1.02725,1.30522,-1.89227,2.18554,-2.79869,3.13694,-3.71717,4.1056
661947,-1.56131,1.28897,-1.95011,2.01677,-2.67827,2.88001,-3.4976,3.76154,-0.813418,1.32449,-1.65844,2.09672,-2.51642,2.94937,-3.3805,3.82678,-0.897349,1.17307,-1.66175,2.03597,-2.50013,2.9218,-3.35787,3.81396
661762,-1.54662,1.23619,-1.95145,2.03409,-2.70037,2.91395,-3.52726,3.81091,-0.814459,1.31375,-1.66271,2.10715,-2.52479,2.98152,-3.39323,3.87795,-0.938494,1.17285,-1.71648,2.04735,-2.55694,2.94555,-3.41647,3.85135
661224,-1.42786,1.37132,-2.02479,2.17887,-2.71339,3.04144,-3.46104,3.92835,-0.764472,1.45355,-1.55384,2.25409,-2.36557,3.13202,-3.19079,4.03294,-0.91711,1.12622,-1.66022,2.01495,-2.46868,2.92577,-3.29532,3.84248
660676,-2.16054,1.884,-2.28052,2.31685,-2.6893,2.98843,-3.52585,3.82343,-0.7855,1.53596,-1.5794,2.36792,-2.37883,3.22577,-3.20271,4.09679,-1.08709,1.13374,-1.91621,1.98075,-2.75995,2.84738,-3.61086,3.72521
660529,-2.17717,2.22814,-2.29329,2.55568,-2.5478,3.06344,-3.0737,3.79887,-0.7855,1.28965,-1.5794,2.00294,-2.37656,2.80627,-3.17529,3.64082,-0.856006,1.12663,-1.51267,1.95888,-2.22557,2.805,-3.00694,3.65744
659668,-1.80331,1.64369,-2.12684,2.39,-2.91415,3.29566,-3.76829,4.24984,-0.79024,1.50922,-1.65674,2.40589,-2.55583,3.36799,-3.46714,4.34987,-1.01383,1.14466,-1.87212,2.10935,-2.77426,3.09688,-3.68837,4.09132
658829,-1.59599,2.20517,-2.12957,2.58282,-2.90095,3.44278,-3.74511,4.36414,-0.778309,2.40135,-1.59465,2.67485,-2.50102,3.3615,-3.42016,4.32907,-1.02723,1.32646,-1.89224,2.20134,-2.79867,3.14962,-3.71716,4.11679
657987,-1.81632,1.64362,-2.1267,2.38951,-2.91362,3.29452,-3.76733,4.24795,-0.787593,1.50907,-1.65519,2.40521,-2.55439,3.36659,-3.46565,4.3477,-1.01381,1.14238,-1.87201,2.10641,-2.774,3.09314,-3.68797,4.08677
657985,-2.27562,1.80695,-2.39652,2.23061,-2.76467,2.86177,-3.5869,3.70649,-0.752144,1.36441,-1.56951,2.15023,-2.41061,2.99899,-3.26218,3.86933,-1.02829,1.06884,-1.80255,1.92118,-2.63249,2.79645,-3.48041,3.67973
443980,-2.23611,1.7473,-2.3567,2.21058,-2.61552,2.88728,-3.09186,3.65696,-0.753218,2.33744,-1.52221,2.463,-2.29754,2.80877,-3.07594,3.51901,-1.06914,0.949816,-1.68374,1.72321,-2.36053,2.53483,-3.12564,3.35548
662033,-1.80841,1.58906,-1.97995,2.34358,-2.75372,3.23219,-3.58729,4.1563,-0.795701,1.42337,-1.64808,2.27141,-2.51978,3.1985,-3.3993,4.14573,-0.93152,1.14324,-1.75253,2.08126,-2.62142,3.0354,-3.50167,3.99453
661301,-2.40154,1.68045,-2.53413,2.38537,-2.79777,3.22513,-3.56669,4.10361,-0.800994,1.36673,-1.63979,2.16695,-2.49877,3.04205,-3.36696,3.94178,-1.03891,1.0531,-1.83635,1.93762,-2.68441,2.84458,-3.54826,3.75863
661017,-1.62224,1.26152,-2.18347,2.12587,-2.92947,3.0597,-3.75891,4.01437,-0.794039,1.39748,-1.64919,2.28201,-2.5274,3.23066,-3.41508,4.19606,-1.02853,1.19075,-1.81342,2.13526,-2.6694,3.10283,-3.54902,4.0766
660533,-1.57429,1.6748,-2.05954,2.25294,-2.73785,3.04015,-3.49617,3.89922,-0.773966,1.32491,-1.56161,2.16393,-2.36045,3.05655,-3.16773,3.96141,-0.922209,1.31724,-1.59624,2.14007,-2.33828,3.02667,-3.11812,3.92868
660305,-1.61858,1.47877,-1.91014,2.03522,-2.42816,2.71266,-3.12999,3.48445,-0.769838,1.27236,-1.55719,1.94167,-2.34962,2.68184,-3.14417,3.45975,-0.860116,1.13293,-1.52109,1.92708,-2.19928,2.73837,-2.94189,3.55434
659587,-2.35489,1.29294,-2.61221,2.17261,-2.99888,3.10978,-3.49028,4.06128,-0.815824,1.31466,-1.66469,2.16809,-2.52428,3.10609,-3.38847,4.06128,-0.928671,1.15329,-1.69102,2.10075,-2.52838,3.06015,-3.38528,4.02357
659472,-2.33091,1.55312,-2.44684,2.30603,-2.69423,3.21223,-3.43771,4.152,-0.811622,1.50329,-1.65627,2.27015,-2.5126,3.16753,-3.37433,4.10735,-1.09268,1.17177,-1.80839,2.10761,-2.60088,3.06309,-3.43256,4.02384
659229,-1.54468,1.33909,-1.92671,2.20304,-2.61044,3.12346,-3.37681,4.05986,-0.821152,2.3346,-1.66061,2.46491,-2.50767,3.10459,-3.35872,4.03607,-0.929645,1.22585,-1.68298,2.15906,-2.5016,3.10555,-3.34037,4.0561
659198,-2.21797,2.17675,-2.34711,2.3905,-2.90719,3.29267,-3.75338,4.24521,-0.782198,1.51082,-1.64333,2.40558,-2.53691,3.36397,-3.44305,4.34197,-1.00816,1.13982,-1.86056,2.10232,-2.75757,3.08666,-3.66679,4.0777
657368,-2.2979,1.77004,-2.42314,2.19732,-2.67388,2.76945,-3.06789,3.44134,-0.662893,1.22093,-1.35244,1.84457,-2.05366,2.56229,-2.76056,3.31086,-0.946717,0.915045,-1.51078,1.61256,-2.20087,2.3578,-2.90398,3.11716
657255,-1.16241,1.17894,-1.5387,1.75208,-2.31082,2.50448,-3.08892,3.29172,-0.773978,1.0483,-1.55364,1.64665,-2.33459,2.43775,-3.11603,3.2367,-0.778138,1.1092,-1.35782,1.90483,-2.08738,2.70347,-2.85565,3.50344
657237,-1.70031,1.72085,-1.97341,2.34332,-2.58077,3.16921,-3.30623,4.03487,-0.673228,2.3361,-1.46478,2.50614,-2.28552,3.16736,-3.11677,4.04506,-0.921399,1.29868,-1.67506,2.10565,-2.48652,2.98421,-3.3144,3.88058
6603036,-1.80425,1.18794,-1.94935,1.87303,-2.44218,2.66039,-3.14864,3.47454,-0.771713,1.18594,-1.55069,1.84056,-2.33286,2.62531,-3.11669,3.44184,-0.852227,0.919483,-1.57117,1.74135,-2.33589,2.57048,-3.1132,3.40231
5389135,-1.45393,1.82598,-1.80549,2.32422,-2.36736,3.03938,-3.07198,3.80206,-0.76337,1.30434,-1.52764,2.01212,-2.29226,2.78533,-3.05705,3.58095,-0.899637,1.09986,-1.6558,1.88104,-2.42976,2.66939,-3.20776,3.46372
661750,-2.35405,1.89726,-2.61143,2.43998,-3.00064,3.25566,-3.62221,4.15497,-0.795738,1.36252,-1.64823,2.22823,-2.51994,3.15885,-3.39932,4.10548,-0.946578,1.33942,-1.74218,2.19307,-2.60774,3.11939,-3.48581,4.06397
661693,-1.82246,1.20165,-1.96995,2.02604,-2.67835,2.90359,-3.50907,3.79548,-0.814879,1.30281,-1.66373,2.08512,-2.52598,2.95258,-3.39425,3.84259,-0.929716,1.14316,-1.70443,2.02103,-2.54594,2.91514,-3.40628,3.81558
661634,-2.15156,1.76005,-2.29439,2.28356,-2.65074,3.0063,-3.3104,3.80342,-0.778076,1.31354,-1.56995,2.06225,-2.37272,2.88187,-3.18304,3.72447,-0.941638,1.12195,-1.67735,1.94859,-2.4684,2.79308,-3.27573,3.64651
661595,-2.39843,1.89768,-2.526,2.39418,-2.7607,3.09284,-3.21871,3.8705,-0.761642,1.31258,-1.53646,2.06575,-2.3164,2.88326,-3.09897,3.7196,-0.927226,1.01563,-1.66526,1.82175,-2.44961,2.65708,-3.24661,3.50231
661563,-2.39874,1.87163,-2.60188,2.3482,-2.99759,3.11436,-3.60949,3.98437,-0.793279,1.36709,-1.63613,2.16882,-2.49704,3.04539,-3.36615,3.94696,-1.02851,1.11461,-1.80684,2.01018,-2.64677,2.92103,-3.50778,3.83763
661394,-1.43755,1.76707,-1.85825,2.46624,-2.53954,3.26134,-3.31504,4.09413,-0.769808,1.35344,-1.55647,2.14806,-2.3777,3.00028,-3.22118,3.86913,-0.946805,1.10932,-1.73375,1.9364,-2.57022,2.79706,-3.42015,3.67031
659383,-2.19875,1.71657,-2.45931,2.35841,-2.8836,3.15267,-3.45422,4.00284,-0.792674,1.37432,-1.60765,2.1853,-2.42934,3.05758,-3.25384,3.9495,-0.93146,1.14264,-1.7104,2.03654,-2.53578,2.94147,-3.37321,3.84999
658967,-1.36204,1.77979,-1.81864,2.15195,-2.46412,2.69571,-3.18576,3.39379,-0.756004,1.29471,-1.52256,1.98138,-2.29469,2.73058,-3.0701,3.50575,-0.844405,1.05342,-1.55821,1.82278,-2.30541,2.61112,-3.06713,3.40834
658920,-1.81634,1.6277,-2.1297,2.38061,-2.90708,3.2877,-3.75328,4.24051,-0.782219,1.51079,-1.64336,2.40549,-2.53692,3.36376,-3.44306,4.34162,-1.00817,1.15588,-1.86058,2.10712,-2.7576,3.08987,-3.66682,4.0802
658830,-1.79896,1.15027,-2.0247,1.96635,-2.78892,2.82913,-3.60508,3.70788,-0.777349,1.37021,-1.60728,2.16298,-2.45811,3.01916,-3.31852,3.89681,-1.0293,1.1276,-1.80381,1.97194,-2.63729,2.85084,-3.49053,3.73901
657702,-1.52967,1.23223,-1.96643,1.71075,-2.57299,2.49024,-3.28164,3.29338,-0.771885,1.21257,-1.5516,1.85914,-2.33511,2.61351,-3.12068,3.40325,-0.934227,1.10483,-1.57594,1.8977,-2.28988,2.6994,-3.03696,3.50594
657610,-1.819,1.43761,-1.99467,2.02294,-2.77627,2.8756,-3.60593,3.75681,-0.779528,1.36641,-1.61034,2.16032,-2.46169,3.02061,-3.32258,3.90339,-1.02795,1.14396,-1.80182,1.99677,-2.63446,2.88154,-3.48763,3.77578
119265,-1.46627,1.12968,-1.74102,1.86109,-2.28701,2.65546,-3.06804,3.46603,-0.775603,2.3346,-1.55751,2.46088,-2.34128,2.78761,-3.12584,3.43719,-1.01368,1.13644,-1.53713,1.94832,-2.19582,2.76717,-2.93235,3.58843
68589,-1.77434,1.13754,-2.07275,1.84689,-2.59435,2.66169,-3.17889,3.49095,-0.779736,1.30475,-1.57115,2.01646,-2.36587,2.78717,-3.16198,3.58356,-0.834511,1.11092,-1.53474,1.81483,-2.32685,2.6304,-3.12229,3.46369
5389111,-1.45404,1.74354,-1.8384,2.27034,-2.43675,3.00267,-3.12787,3.77816,-0.703392,1.31398,-1.45872,2.0291,-2.23366,2.8074,-3.01753,3.60722,-0.900405,0.799043,-1.67141,1.60879,-2.46166,2.42706,-3.25609,3.24772
5388982,-2.29671,1.78643,-2.42208,2.26176,-2.67376,2.89466,-3.07684,3.5952,-0.685595,1.25363,-1.37343,1.91534,-2.06213,2.65089,-2.75128,3.41019,-0.826563,0.982119,-1.45945,1.69806,-2.11485,2.44653,-2.77676,3.21055
5280388,-1.57572,1.97989,-1.90892,2.36844,-2.43281,2.87956,-3.09847,3.46371,-0.735434,1.21007,-1.47966,1.80644,-2.22795,2.53913,-2.97839,3.31567,-0.834001,0.931055,-1.53583,1.66481,-2.27353,2.44598,-3.02004,3.23762
1551553,-1.33627,2.08439,-1.63955,2.48401,-2.11661,3.04714,-2.74469,3.69308,-0.679894,1.21868,-1.38384,1.82731,-2.09936,2.51777,-2.82087,3.2374,-0.847951,0.782351,-1.53151,1.50755,-2.24737,2.24633,-2.97185,2.9896
663735,-1.82246,1.26672,-2.14963,2.1281,-2.89275,3.05608,-3.72049,4.00466,-0.787083,1.39507,-1.63199,2.27434,-2.50352,3.21715,-3.38551,4.17656,-1.02848,1.17017,-1.81203,2.11518,-2.66429,3.0775,-3.53924,4.0455
662062,-2.24576,1.86153,-2.37178,2.32062,-2.62997,2.9928,-3.23757,3.76546,-0.775238,2.33461,-1.5607,2.46176,-2.35264,2.87058,-3.14883,3.67049,-0.981754,1.10665,-1.7086,1.90835,-2.4912,2.72367,-3.28331,3.54983
661189,-1.56093,1.35509,-2.02659,2.16175,-2.71814,3.02374,-3.4697,3.90959,-0.764482,1.45358,-1.55413,2.25397,-2.36671,3.131,-3.19296,4.03063,-0.916057,1.15201,-1.65745,2.02687,-2.46547,2.93354,-3.29227,3.8475
661025,-1.80266,1.2669,-2.14978,2.12983,-2.89306,3.05954,-3.72096,4.00979,-0.787594,1.39582,-1.63332,2.27639,-2.50506,3.22062,-3.38716,4.1815,-1.02854,1.16846,-1.81275,2.11523,-2.66586,3.07924,-3.54144,4.04886
660891,-2.38179,2.06494,-2.65684,2.62905,-3.08773,3.46924,-3.63934,4.32862,-0.819631,2.35913,-1.64918,2.60627,-2.48237,3.16967,-3.31729,3.96872,-0.838603,1.15199,-1.53002,2.07022,-2.34308,2.99626,-3.17364,3.92465
660838,-2.2626,1.88606,-2.38238,2.46523,-3.01013,3.35399,-3.89509,4.29846,-0.819263,1.43024,-1.73191,2.33733,-2.6703,3.30281,-3.61796,4.28391,-1.00872,1.19106,-1.88918,2.15124,-2.82166,3.13182,-3.76786,4.11939
660817,-2.35489,1.48504,-2.61218,2.16947,-2.99877,3.08692,-3.58779,4.0294,-0.766958,1.48448,-1.59121,2.34047,-2.44291,3.2658,-3.30645,4.21286,-0.983629,1.1273,-1.78487,2.06383,-2.63374,3.01967,-3.4972,3.98176
660274,-2.41605,1.51175,-2.53784,2.07227,-2.76608,2.79008,-3.18577,3.57554,-0.761089,1.29228,-1.53386,1.98983,-2.31063,2.75478,-3.08928,3.5478,-0.898313,1.05959,-1.61966,1.8444,-2.35749,2.6517,-3.10345,3.46845
658243,-2.29543,1.81648,-2.42045,2.23403,-2.75282,2.94646,-3.57257,3.7942,-0.707544,1.37066,-1.52556,2.1716,-2.37303,3.02931,-3.23111,3.9033,-1.02968,1.0137,-1.81383,1.86276,-2.65422,2.73539,-3.51046,3.61597
657888,-2.38649,1.39983,-2.52722,2.13503,-2.80025,2.97997,-3.57673,3.8596,-0.801017,1.36326,-1.61949,2.14606,-2.45012,2.99584,-3.29004,3.87269,-1.03609,1.06566,-1.82565,1.93152,-2.66178,2.82214,-3.51057,3.72129
657850,-1.59606,1.88053,-2.12955,2.5677,-2.90092,3.43624,-3.74508,4.35687,-0.771354,1.47316,-1.59403,2.38799,-2.50094,3.34773,-3.42012,4.31989,-1.02722,1.32692,-1.89223,2.20153,-2.79866,3.14866,-3.71715,4.11462
207841,-1.46679,1.04597,-1.73769,1.70588,-2.29546,2.46553,-3.06458,3.24623,-0.770074,1.08954,-1.54175,1.6267,-2.31394,2.40232,-3.08636,3.19174,-1.03832,0.895424,-1.62,1.6707,-2.32656,2.45635,-3.07491,3.24494
62969,-2.38649,1.41215,-2.52722,2.12943,-2.81042,2.92361,-3.60746,3.75041,-0.78602,1.36188,-1.58779,2.1312,-2.39903,2.95504,-3.21756,3.79957,-1.04257,0.943525,-1.82314,1.7907,-2.64306,2.65447,-3.4741,3.52334
13266,-0.785388,2.89005,-1.5471,3.33736,-2.31047,3.92847,-3.07442,4.58384,-0.764522,1.32047,-1.52923,2.00744,-2.29406,2.73547,-3.05897,3.47803,-0.938346,0.888601,-1.66038,1.66633,-2.38946,2.44747,-3.12103,3.23037
10631,-1.58213,1.31271,-1.90481,1.91837,-2.42531,2.60524,-3.08468,3.33936,-0.726214,1.17941,-1.46378,1.79097,-2.20658,2.5185,-2.9521,3.28211,-1.05927,0.867,-1.66043,1.59791,-2.32399,2.36908,-3.05265,3.14898
1967,-1.55376,1.3683,-2.06093,1.99605,-2.88544,2.81505,-3.71315,3.65629,-0.83467,1.19312,-1.66987,1.90486,-2.50526,2.73673,-3.34074,3.59433,-0.896977,1.15036,-1.70283,1.99893,-2.52815,2.85443,-3.35725,3.7142
6602779,-1.6147,1.73948,-2.08424,2.50257,-2.79956,3.36613,-3.63106,4.27069,-0.85654,1.29752,-1.75681,2.13878,-2.66964,3.06417,-3.58743,4.00771,-0.954603,1.16012,-1.84148,2.02465,-2.75329,2.96067,-3.67135,3.90909
5702160,-1.19867,2.86003,-1.60737,3.25379,-2.20924,3.78776,-3.00881,4.42608,-0.55558,1.57435,-1.18014,2.42305,-1.94004,3.28355,-2.77918,4.14816,-1.12245,0.934972,-1.96128,1.73897,-2.80919,2.56099,-3.65987,3.39489
5388977,-2.38329,1.86457,-2.52595,2.38767,-2.80647,3.15948,-3.2723,3.97138,-0.78542,1.21949,-1.59018,1.89173,-2.40104,2.69723,-3.21454,3.53275,-0.994769,0.927542,-1.61958,1.76253,-2.42736,2.60985,-3.2419,3.46005
5388960,-2.26798,1.75202,-2.39368,2.22839,-2.65773,2.8932,-3.08941,3.62029,-0.764954,1.23717,-1.53004,1.88856,-2.29518,2.63042,-3.06035,3.40855,-1.04377,1.10519,-1.67835,1.89012,-2.36379,2.68191,-3.06384,3.47836
662945,-1.63503,1.88026,-2.13549,2.56474,-2.90444,3.4328,-3.74845,4.35491,-0.864825,1.47253,-1.73007,2.3885,-2.59588,3.35035,-3.4638,4.32524,-1.02724,1.31866,-1.89226,2.20824,-2.79868,3.16467,-3.71717,4.13673
662651,-1.27628,1.30175,-1.86629,1.96947,-2.56525,2.7833,-3.3206,3.63632,-0.782998,1.48176,-1.57231,2.26533,-2.36623,3.09935,-3.16371,3.95341,-0.886953,1.13593,-1.58924,1.97945,-2.34958,2.84097,-3.13118,3.71182
661763,-2.21777,2.1767,-2.34668,2.3021,-2.7807,2.96885,-3.61392,3.79963,-0.782047,1.36514,-1.61318,2.15514,-2.46417,3.01159,-3.32447,3.89115,-1.02847,1.07982,-1.8052,1.94852,-2.64053,2.83582,-3.49534,3.73019
661698,-2.39889,2.08721,-2.57863,2.49332,-2.96722,3.11073,-3.47124,3.90337,-0.775874,1.45922,-1.56771,2.24021,-2.36721,3.08709,-3.17084,3.95868,-0.846299,1.28217,-1.5707,2.09031,-2.34846,2.96616,-3.13605,3.85602
661529,-2.34265,1.87157,-2.60182,2.34695,-2.99758,3.11007,-3.60949,3.97835,-0.79328,1.36685,-1.63613,2.1679,-2.49704,3.04373,-3.36615,3.9447,-1.02851,1.12055,-1.80684,2.01442,-2.64677,2.92444,-3.50778,3.8404
661460,-2.35687,1.99704,-2.61498,2.41959,-3.00268,2.98164,-3.47708,3.60974,-0.624099,1.23104,-1.25361,1.87748,-1.88889,2.61497,-2.53124,3.37854,-0.863097,1.01073,-1.52086,1.77514,-2.19311,2.55073,-2.86952,3.33001
660946,-2.41795,2.00596,-2.54096,2.40457,-2.77767,2.94887,-3.23224,3.61681,-0.778813,1.20921,-1.56864,1.80428,-2.36166,2.54552,-3.15605,3.34283,-0.840757,1.12667,-1.49384,1.89491,-2.22367,2.69718,-2.99839,3.50615
660760,-2.39897,1.39886,-2.52722,2.12095,-2.79652,2.98135,-3.30881,3.8763,-0.818768,1.22623,-1.64787,2.00744,-2.48054,2.89074,-3.31484,3.79343,-0.832923,1.18672,-1.51909,2.08802,-2.31246,2.99812,-3.13748,3.91085
660631,-2.26066,1.75233,-2.38829,2.3361,-2.69899,3.15157,-3.52967,4.0146,-0.720638,1.37538,-1.55624,2.20981,-2.42578,3.09508,-3.30655,3.99383,-0.99974,1.03043,-1.83755,1.89414,-2.71096,2.78748,-3.59405,3.68994
660210,-1.81875,1.30436,-1.98379,2.13146,-2.57944,3.01599,-3.36382,3.91683,-0.796105,1.32907,-1.62798,2.13486,-2.47062,3.01702,-3.31782,3.91948,-0.848869,1.15221,-1.60242,2.04053,-2.42759,2.95046,-3.26888,3.8654
